gid;id_com;code_arm;coddep;ident;id_cad;adresse;pos_rese;marque;etat_foy;type_amp;plamp;boite_cl;cable_de_t;type_app;code_sup;type_sup;etat_sup;commun_edf;hauteur;crosse;etat_cro;commenta;source;dat_source;id_cad_2;boitier_cl;class_lum;cod_dep;cos_p;id_cad_1;idnum;inten;malt_cand;mode;prise_ilum;puis;tens;vasque;color_coff;date_valid;modified_b;lon;lat
25210;840087;118;;036;036c11820170926113959;;;SCHREDER;Détruit;SHP;150;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;036c11820170926113959;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);SINTRA;NON;0;0;Absente;#4DDD8C;;;845599,2095347946;6339858,461084324
25211;840087;115;;002;002020180111154051;;;GC ILLUMINATION;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE CONTRESCARPE;a;;0,0;002020180111154051;0;1,0;AN;FG;/;0;7;Absente;#569622;;;845046,4958996465;6339075,926990522
25212;840087;103;;002;002020180116095557;;;ECLATEC;;SHP;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROND POINT;a;;0,0;002020180116095557;0;0,0;S;BTX;/;0;7;Correct;#EADFDC;;;845604,3703238771;6337487,8476252
25213;840087;164;;002;002020180116110124;;;SCHREDER;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DES CHENES VERT;a;;0,0;002020180116110124;0;1,5;AT 5fils;Z2;OUI;0;7;Correct;#6C6B39;;;846180,9780246142;6336584,774742615
25214;840087;025;;002;002020180116115046;;;DISANO;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;CLOS ST JACQUES;a;;0,0;002020180116115046;0;0,0;S;CLIMA;/;0;4;Correct;#234F5D;;;845839,8597447529;6337468,501582358
25215;840087;024;;002;002020180116120656;;;ECLATEC;;LED;18;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE NICEPHORE NIEPCE;b;;0,0;002020180116120656;0;0,0;S;TWEET;/;0;6;Correct;#1BCE93;;;846230,6814198296;6337198,537032028
25216;840087;027;;002;002020180116142001;;;BOULE;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;HAMEAU DU COUDOULET;a;;0,0;002020180116142001;0;0,0;S;CLAIR;/;0;4;Correct;#BFB6EB;;;846148,7009594871;6337476,732700951
25217;840087;XX9;;002;002020180116153549;;;THORN;;SHP;70;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE DU MIDI;a;;0,0;002020180116153549;0;0,0;S;RIVIERA;/;0;5;Correct;#CD6CF1;;;845651,1630957645;6337418,583706237
25218;840087;026;;002;002020180116160946;;;VIEUX LUMINAIRE;;BF;125;;;;;;;/;0,0;0,0;Correct;;;;;RUE PROSPERE MERIMEE;b;;0,0;002020180116160946;0;1,2;AT 5fils;;OUI;0;7;Absente;#7E0576;;;846350,4485745293;6337328,318439582
25219;840087;252;;002;002020180116163055;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DU DR ALLAUZENE;a;;0,0;002020180116163055;0;0,2;S;BTX;/;0;6;Correct;#FB5D90;;;846081,6953633048;6337137,634114491
25220;840087;102;;002;002020180116163135;;;INDAL;;SHP;100;;;;;;;Non;0,0;0,0;Correct;DANS LES ARBRES;;;;RUE DES BRUYERES;a;;0,0;002020180116163135;0;1,5;S;IVA;/;0;7;Correct;#B3C171;;;846186,0396519725;6337690,26896656
25221;840087;256;;002;002020180116173845;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV SAINT MARC;a;;0,0;002020180116173845;0;0,2;S;PIXEL;/;0;7;Correct;#53C42B;;;845729,1853689877;6336778,327197032
25222;840087;X10;;002;002020180117102730;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;IMP ALAIN FOURNIER;a;;0,0;002020180117102730;0;0,2;S;BTX;/;0;6;Correct;#97EBC0;;;845662,6828675404;6337282,016949866
25223;840087;X11;;002;002020180117112608;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE JACQUES PERRET;a;;0,0;002020180117112608;0;0,2;S;BTX;/;0;6;Correct;#BD0C68;;;846001,891808406;6337311,083986171
25224;840087;X12;;002;002020180117120833;;;PH102-11;;BF;125;;;;;;;Oui (V/J);0,0;0,0;Moyen;Lampe éteinte;;;;IMP 259 RUE DES CHENES VERTS;a;;0,0;002020180117120833;0;0,0;S;;/;0;3;Correct;#BFA479;;;846242,1953040969;6337394,320818684
25225;840087;151;;036;036c15120171024105652;;;ECLATEC;Correct;LED;48;;;;;;;/;0,0;0,0;correct;;;;036c15120171024105652;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);PIXEL 2;NON;0;0;Correct;#FD0E19;;;844445,0508017519;6339803,30755873
25226;840087;056;;002;002020180117142245;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;CH DE MEYNE CLAIRE;b;;0,0;002020180117142245;0;0,2;S;BTX;/;0;7;Correct;#CFBB95;;;846411,8026645251;6338130,00996402
25227;840087;005;;002;002020180122101610;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ALLEE DE L'ESCADRON 1/5 DE VENDEE;a;;0,0;002020180122101610;0;0,2;S;BTX;/;0;7;Correct;#A16461;;;847503,3835612077;6336978,851170093
25228;840087;X13;;002;002020180122103631;;;ECLATEC;;SHP;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;IMP 130 ALLEE DE L'ESCADRON 1/5 DE VENDEE;a;;0,0;002020180122103631;0;0,2;S;BTX;/;0;7;Correct;#BCCEEB;;;847466,8362024651;6336900,833139473
25229;840087;236;;036;036c23620171030163540;;;ECLATEC;Moyen;IM;100;;;;;;;/;0,0;0,0;correct;;;;036c23620171030163540;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Absente;#B98F69;;;846166,2277912424;6338687,932125026
25230;840087;083;;036;036d08320171019110658;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;moyen;;;;036d08320171019110658;Oui (A) Fusible;;d;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#A8CB7D;;;844783,0421272703;6339911,564255459
25231;840087;234;;002;002020180122143434;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE CINSAULT;a;;0,0;002020180122143434;0;0,2;S;BTX;/;0;7;Correct;#99D4D7;;;847736,1706237197;6336795,137106782
25232;840087;014;;002;002020180122153024;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV DU MARECHAL FOCH;a;;0,0;002020180122153024;0;1,0;S;BTX;/;0;7;Correct;#9B3CEB;;;845149,8674089725;6338733,973462441
25233;840087;112;;002;002020180125101628;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV DE VERDUN;a;;0,0;002020180125101628;0;1,0;S;BTX;/;0;7;Correct;#97ED90;;;845650,9501010261;6338307,884853102
25234;840087;X14;;002;002020180125161247;;;BOULE;;BF;125;;;;;;;Oui (Tresse);0,0;0,0;Moyen;Lampe éteinte;;;;IMP CH DE MEYNE CLAIRE;a;;0,0;002020180125161247;0;0,0;S;OPALE;NON;0;3;Sale;#127A1E;;;846604,098390799;6338152,591777932
25235;840087;X17;;002;002020180129120550;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE ROUSSANNE;a;;0,0;002020180129120550;0;0,2;S;BTX;/;0;6;Correct;#39E6CE;;;847409,0897504503;6336492,943010097
25236;840087;X16;;002;002020180129124124;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV SAINT MARC;b;;0,0;002020180129124124;0;0,2;S;PIXEL;/;0;7;Correct;#4A248D;;;846249,2262174961;6336912,127433613
25237;840087;235;;002;002020180129141848;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE PICARDAN;a;;0,0;002020180129141848;0;0,2;S;BTX;/;0;7;Correct;#FD91A0;;;848004,985444767;6336514,894015465
25238;840087;003;;002;002020180129145132;;;ECLATEC;;LED;40;;;;;;;Oui (Tresse);0,0;0,0;Correct;PHOTO  0016;;;;ALLEE DU DR RASSAT;a;;0,0;002020180129145132;0;0,0;S;PIXEL;/;0;6;Correct;#BDD397;;;844788,7522955361;6338488,118173841
25239;840087;114;;002;002020180129155929;;;PH TELEPHONE;;LED;48;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV FREDERIC MISTRAL;a;;0,0;002020180129155929;0;2,0;S;;/;0;7;Correct;#FA1B45;;;845496,8347074956;6339274,255085244
25240;840087;161;;002;002020180130104430;;;DISANO;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;IMP DES PRES DE CROZE;a;;0,0;002020180130104430;0;0,0;S;CLIMA;/;0;3;Correct;#89564D;;;843990,9768232045;6338163,872824605
25241;840087;X18;;002;002020180130115334;;;PH101-7-8;;LED;24;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE MAGENTA;a;;0,0;002020180130115334;0;0,0;S;;/;0;3;Correct;#77C1CD;;;843940,1251699133;6337200,822320465
25242;840087;X19;;002;002020180130141429;;;SCHREDER;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DU TAMBOUR D'ARCOLE;a;;0,0;002020180130141429;0;0,0;S;SINTRA;/;0;5;Correct;#D3F2C1;;;844060,5501221505;6336656,828756614
25243;840087;X20;;002;002020180130144200;;;ECLATEC;;LED;64;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;LE CLOS LAFONT DU GRES;a;;0,0;002020180130144200;0;0,2;S;PIXEL;/;0;5;Correct;#5E0C8D;;;844247,8234102016;6336750,334303173
25244;840087;X21;;002;002020180130150251;;;ECLATEC;;SHP;70;;;;;;;Oui (Tresse);0,0;0,0;Moyen;PH101-18;;;;LE CLOS DES SERRES;a;;0,0;002020180130150251;0;0,0;S;AURIS;/;0;5;Correct;#ABA35C;;;844250,1756747535;6336916,76307738
25245;840087;143;;002;002020180201111733;;;PH103-14;;BF;80;;;;;;;Oui (V/J);0,0;0,0;Moyen;;;;;PARKING ECOLE DU GRES;c;;0,0;002020180201111733;0;0,0;S;;/;0;4;Sale;#F339AA;;;844599,8945908977;6335157,017904835
25246;840087;116;;036;036d11620170925120436;;;LANTERNE DE STYLE (SR);Moyen;BF;125;;;;;;;/;0,0;0,0;/;;;;036d11620170925120436;Non (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Sale;#397C1B;;;845707,8021412515;6339562,0858296305
25247;840087;222;;002;002020180201162633;;;VIEUX LUMINAIRE;;BF;125;;;;;;;/;0,0;0,0;Correct;;;;;CH DE BEL ENFANTS;b;;0,0;002020180201162633;0;1,0;AT 5fils;;OUI;0;7;Correct;#1CA150;;;844207,7868636867;6337613,24902662
25248;840087;229;;002;002020180208102941;;;THORN;;BF;250;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;PARKING PISCINE;a;;0,0;002020180208102941;0;0,3;S;CA 5000;NON;0;5;Absente;#98A0DD;;;843746,5865524611;6338969,183103135
25249;840087;X23;;002;002020180208115332;;;ECLATEC;;LED;24;;;;;;;Oui (Tresse);0,0;0,0;Correct;PARAFOUDRE DSLP1-230L;;;;PARC SALLE DES FETES;a;;0,0;002020180208115332;0;0,0;S;BUZZ;/;0;4;Correct;#68E96A;;;843940,0217386959;6339047,780270393
25250;840087;X24;;002;002020180208164238;;;BOULE;;BF;125;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;LOTISSEMENT;a;;0,0;002020180208164238;0;0,0;S;OPALE;/;0;4;Sale;#FCC3FC;;;847629,828794526;6339655,263709267
25251;840087;124;;036;036d12420171019150833;;;INDAL;Correct;SHP;100;;;;;;;NON;0,0;0,0;moyen;;;;036d12420171019150833;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#7EE066;;;844981,3382384472;6339940,069681153
25252;840087;072;;002;002020180215155142;;;INDAL;;IM;100;;;;;;;Non;0,0;0,0;Correct;PHOTO 2;;;;AV DE FOURCHEVIELLES;b;;0,0;002020180215155142;0;1,0;AT 2fils;IVA;/;0;8;Correct;#D7EDF0;;;844303,8213525077;6340195,14375305
25253;840087;031;;002;00203120170704161036;;;ECLATEC;;CDO;100;;;;;;;;0,0;0,0;;;;;00203120170704161036;;;;0,0;;0;0,0;;BTX 173;;0;0;Correcte;#E770F8;;;845258,7351199809;6338221,555123819
25254;840087;032;;002;00203220170705090622;;;ECLATEC;;CDO;100;;;;;;;;0,0;0,0;;;;;00203220170705090622;;;;0,0;;0;0,0;;BTX 173;;0;0;Correcte;#5F4FCF;;;845472,4845453259;6337893,775712679
25255;840087;041;;002;00204120170704131253;;;SCHREDER;;SHP;150;;;;;;;;0,0;0,0;;;;;00204120170704131253;;;;0,0;;0;0,0;;Z2;;0;0;Correcte;#39D723;;;845150,2400771945;6338534,6993394885
25256;840087;042;;002;00204220170704093812;;;BOULE;;SHP;70;;;;;;;;0,0;0,0;;;;;00204220170704093812;;;;0,0;;0;0,0;;Opale;;0;0;Sale;#204F6B;;;845143,2405148996;6338724,372999772
25257;840087;142;;002;00214220170706153910;;;SCHREDER;;SHP;70;;;;;;;;0,0;0,0;;A LA TERRE (TRESSE);;;00214220170706153910;;;;0,0;;0;0,0;;SAPHIR;;0;0;Correcte;#368A8C;;;843918,3895426816;6337378,059567867
25258;840087;227;;002;002020180208104735;;;ZELDA;;LED;79;;;;;;;/;0,0;0,0;Vétuste;;;;;CH DE QUEYRADEL;d;;0,0;002020180208104735;0;0,5;AT 5fils;EPA;OUI;0;7;Absente;#326FB0;;;843730,1364974747;6338986,351070885
25259;840087;159;;036;036d15920170823164227;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;036d15920170823164227;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#24497D;;;844085,13493174;6340599,255749162
25260;840087;040;;036;036e04020170830112412;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;036e04020170830112412;Oui (S) Fusible;;e;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#E70328;;;844215,8559325731;6340819,200817678
25261;840087;087;;036;036e08720171030121341;;;VIEUX LUMINAIRE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;moyen;Lampe éteinte;;;036e08720171030121341;Oui (S) Fusible;;e;0,0;;0;0,0;Non;;NON;0;0;Sale;#DBB2F8;;;846133,4574207504;6338956,928971674
25262;840087;153;;037;037020171121120721;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;b;;0,0;037020171121120721;0;1,5;AT 5fils;BTX;OUI;0;6;Correcte;#21BD1C;;;845516,2800617947;6338854,522482722
25263;840087;086;;037;037020171124141716;;;SCHREDER;;IM;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;037020171124141716;0;1,5;AT 5fils;Z2;OUI;0;6;Correcte;#378D95;;;845279,380001186;6339153,37485602
25264;840087;067;;037;037020171130112023;;;VIEUX LUMINAIRE;;BF;125;;;;;;;/;0,0;0,0;Moyen;;;;;ROUTE DE PARC;b;;0,0;037020171130112023;0;1,2;AT 2fils;;NON;0;5;Absente;#71953C;;;846090,6633267389;6338642,17139608
25265;840087;061;;037;037020171130153002;;;PH TEL 3;;SHP;250;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DE COURREGES;b;;0,0;037020171130153002;0;0,1;S;;/;0;7;Absente;#254687;;;846480,8476095671;6338633,562749268
25266;840087;213;;037;037020171212112628;;;SCHREDER;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;AV DES CREMADES;c;;0,0;037020171212112628;0;1,0;S;Z2;/;0;7;Correct;#DAD4BB;;;846926,528204417;6338410,308879286
25267;840087;066;;037;037020171212162610;;;ECLATEC;;IM;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE ALBERT DE BELLEROCHE;b;;0,0;037020171212162610;0;0,2;S;BTX;/;0;7;Correct;#E90C74;;;846255,335832718;6338054,296618361
25268;840087;145;;037;037020171226145549;;;BOULE;;BF;125;;;;;;;;0,0;0,0;Vétuste;;;;;LOTISSEMENT;d;;0,0;037020171226145549;0;0,0;S;CLAIR;/;0;3;Sale;#9E81DE;;;844682,4553838999;6339534,845679946
25269;840087;214;;037;037020180110111312;;;VOIR PH 100-1;;LED;42;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;ROUTE DE JONQUIERES;c;;0,0;037020180110111312;0;0,0;S;;/;0;6;Correct;#D2D2F0;;;846824,1854020881;6337683,947536049
25270;840087;122;;037;037020180111115300;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DE PROVENCE;c;;0,0;037020180111115300;0;0,2;S;BTX;/;0;6;Correct;#12957D;;;844929,8537694946;6339564,937287466
25271;840087;057;;037;037020180111144048;;;INDAL;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Moyen;;;;;CH DE LA PALUD;c;;0,0;037020180111144048;0;0,0;S;IVA;/;0;8;Absente;#C4C68D;;;847629,2950200246;6337312,965641571
25272;840087;103;;037;037020180116102550;;;ECLATEC;;SHP;150;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE YVONNE PERTAT;a;;0,0;037020180116102550;0;0,0;S;BTX;/;0;7;Correct;#EADFDC;;;845731,2666805454;6337456,682837293
25273;840087;024;;037;037020180116125725;;;ECLATEC;;LED;18;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE SANTOS DUMONT;c;;0,0;037020180116125725;0;0,0;S;TWEET;/;0;6;Correct;#1BCE93;;;846283,465862406;6337286,24017406
25274;840087;102;;037;037020180116165116;;;ECLATEC;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AVENUE DE VERDUN;d;;0,0;037020180116165116;0;1,0;S;BTX;/;0;8;Correct;#B3C171;;;846176,1157342574;6337877,906406622
25275;840087;256;;037;037020180116174315;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;AV SAINT MARC;c;;0,0;037020180116174315;0;0,2;S;PIXEL;/;0;7;Correct;#53C42B;;;845956,8127445363;6336789,878632137
25276;840087;X10;;037;037020180117104355;;;ECLATEC;;IM;70;;;;;;;Oui (Tresse);0,0;0,0;Correct;Lampe éteinte;;;;ALLEE CHARDONNAY;a;;0,0;037020180117104355;0;0,2;S;BTX;/;0;5;Correct;#97EBC0;;;845888,0934014141;6336961,31174233
25277;840087;056;;037;037020180117144853;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE DE MEYNE CLAIRE;d;;0,0;037020180117144853;0;0,2;S;BTX;/;0;5;Correct;#CFBB95;;;846078,1963291164;6338206,549108799
25278;840087;112;;037;037020180125113848;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Sans objet;;;;;RUE DES VOGES;b;;0,0;037020180125113848;0;0,7;AT 5fils;PIXEL;OUI;0;5;Correct;#97ED90;;;845583,254633531;6338309,052773368
25279;840087;235;;037;037020180129145514;;;ECLATEC;;IM;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;GIRATOIRE SYRAH;c;;0,0;037020180129145514;0;0,2;S;BTX;/;0;7;Correct;#FD91A0;;;848083,7445185769;6336592,324500507
25280;840087;003;;037;037020180129153700;;;SCHREDER;;LED;32;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;PARC;a;;0,0;037020180129153700;0;0,0;S;HAPILED;/;0;4;Correct;#BDD397;;;844749,7485546223;6338952,502236366
25281;840087;114;;037;037020180129163430;;;ECLATEC;;IM;100;;;;;;;/;0,0;0,0;Sans objet;;;;;PARKING RUE DUGAT;b;;0,0;037020180129163430;0;0,2;AT 5fils;BTX;OUI;0;6;Correct;#FA1B45;;;845189,8476112783;6339387,09262873
25282;840087;215;;002;00221520170719103541;;;LED;;SHP;70;;;;;;;;0,0;0,0;;;;;00221520170719103541;;;;0,0;;0;0,0;;;;0;0;Correcte;#727A35;;;845317,6970188097;6337859,318219949
25283;840087;XX6;;002;00223120180110151004;;;INDAL;;SHP;100;;;;;;;Oui (Tresse);0,0;0,0;Correct;PH100-8;;;;LOT CH COSTIERES DU COUDOULET;a;;0,0;00223120180110151004;0;0,0;S;IVA;/;0;5;Correct;#FAC0E9;;;846781,907940805;6337662,08482905
25284;840087;141;;002;002A14120170710120533;;;VIEUX LUMINAIRE;VETUSTE;IM;150;;;;;;;OUI;0,0;0,0;;;;;002A14120170710120533;OUI (A);;A;0,0;;0;0,0;NON;;NON;0;0;CORRECT;#95D957;;;844271,5418522751;6337433,64554334
25285;840087;205;;002;002A20520170711165949;;;ECLATEC;CORRECT;IM;150;;;;;;;/;0,0;0,0;;;;;002A20520170711165949;OUI (S);;A;0,0;;0;0,0;OUI (TRESSE);BTX;NON;0;0;CORRECT;#A77250;;;843535,3233744008;6339151,005756483
25286;840087;259;;002;002A25920170711152922;;;SCHREDER;MOYEN;SHP;100;;;;;;;/;0,0;0,0;;Lampe éteinte;;;002A25920170711152922;OUI (S);;A;0,0;;0;0,0;OUI (TRESSE);SINTRA;NON;0;0;CORRECT;#7F095F;;;843556,064831226;6339335,153195881
25287;840087;202;;002;002B20220170711122640;;;DISANO;CORRECT;SHP;100;;;;;;;/;0,0;0,0;;;;;002B20220170711122640;NON (S);;B;0,0;;0;0,0;OUI (TRESSE);CLIMA;NON;0;0;CORRECT;#CEF5D9;;;843415,4001495736;6339367,118174229
25288;840087;097;;002;002C09720170711112744;;;INDAL;MOYEN;SHP;150;;;;;;;OUI;0,0;0,0;;;;;002C09720170711112744;OUI (A);;C;0,0;;0;0,0;/;IVA;NON;0;0;CORRECT;#8194D4;;;842999,8352087433;6339116,696538669
25289;840087;013;;002;002a01320170831155531;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;002a01320170831155531;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#28347E;;;843991,8389685296;6339118,735978499
25290;840087;020;;002;002a02020170718160918;;;INDAL;Moyen;SHP;150;;;;;;;NON;0,0;0,0;;;;;002a02020170718160918;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#3E2BA6;;;843736,3119476386;6339639,35815309
25291;840087;021;;002;002a02120170718164056;;;INDAL;Moyen;SHP;100;;;;;;;OUI;0,0;0,0;;;;;002a02120170718164056;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#57E9B6;;;843928,0964380561;6339545,347460616
25292;840087;X18;;037;037020180130120358;;;PH101-7-8;;LED;48;;;;;;;Oui (Tresse);0,0;0,0;Correct;;;;;RUE POURPRE;b;;0,0;037020180130120358;0;0,0;S;;/;0;6;Correct;#77C1CD;;;844025,3919435872;6337130,952569517
25293;840087;029;;002;002a02920170823115248;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;002a02920170823115248;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#E9E0D2;;;843905,6707907994;6341083,226690948
25294;840087;030;;002;002a03020170719083912;;;MAZDA;Moyen;SHP;100;;;;;;;OUI;0,0;0,0;;;;;002a03020170719083912;Oui (A) Fusible;A;a;0,0;;0;0,0;;;NON;0;0;Correct;#9BF1D1;;;845190,4835484615;6338007,257612375
25295;840087;036;;002;002a03620170829120012;;;PH 100-008;Moyen;SHP;100;;;;;;;;0,0;0,0;/;;;;002a03620170829120012;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#FA84F0;;;844079,6323610945;6340793,081385284
25296;840087;037;;002;002a03720170829152225;;;SCHREDER;Moyen;SHP;250;;;;;;;/;0,0;0,0;correct;PH 100-024-025-026;;;002a03720170829152225;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#865ED6;;;844175,9742792863;6340914,119173093
25297;840087;038;;002;002a03820170822150721;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;002a03820170822150721;Oui (S) Fusible;;a;0,0;;0;0,0;Non;OPALE;NON;0;0;Sale;#22BC69;;;844068,0641820118;6341177,890973878
25298;840087;040;;002;002a04020170830101713;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;NON;0,0;0,0;correct;;;;002a04020170830101713;Oui (A) Fusible;;a;0,0;;0;0,0;/;;NON;0;0;Absente;#E70328;;;844174,8639795393;6340721,811513899
25299;840087;043;;002;002a04320171023161443;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;002a04320171023161443;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#D1A8F6;;;844359,3690142925;6339880,441571223
25300;840087;044;;002;002a04420170719151238;;;SCHREDER;Correct;LED;48;;;;;;;OUI;0,0;0,0;;100-030;;;002a04420170719151238;Oui (S) Fusible;;a;0,0;;0;0,0;/;NEOS;NON;0;0;Correct;#5E3F36;;;844284,7156671269;6339556,403119026
25301;840087;045;;002;002a04520170831122011;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;/;;;;002a04520170831122011;Oui (S) Fusible;;a;0,0;;0;0,0;Non;CLAIR;NON;0;0;Correct;#9013DD;;;843893,9572237725;6340026,326472272
25302;840087;X16;;037;037020180201140728;;;ECLATEC;;LED;36;;;;;;;Oui (Tresse);0,0;0,0;Correct;Lampe éteinte;;;;IMP 928 AV DE VERDUN;c;;0,0;037020180201140728;0;1,0;S;PIXEL;/;0;7;Correct;#4A248D;;;846343,3063018766;6337667,426465325
25303;840087;059;;002;002a05920171109145311;;;BOULE;Vétuste;SHP;150;;;;;;;/;0,0;0,0;Sans objet;;;;002a05920171109145311;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLAIR;NON;0;0;Correct;#37E352;;;846500,1702849163;6338356,964624861
25304;840087;062;;002;002a06220171109130829;;;VOIR PH100-3;Correct;LED;30;;;;;;;/;0,0;0,0;Sans objet;;;;002a06220171109130829;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#7C5444;;;846716,5909622228;6338480,780471747
25305;840087;063;;002;002a06320171109102835;;;INDAL;Moyen;IM;150;;;;;;;/;0,0;0,0;moyen;;;;002a06320171109102835;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#FD7BA0;;;846576,1623471107;6338872,333508698
25306;840087;068;;002;002a06820171113150124;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;002a06820171113150124;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BDEEAF;;;847149,2260290693;6338155,285756544
25307;840087;070;;002;002a07020171113102229;;;SCHREDER;Moyen;IM;100;;;;;;;/;0,0;0,0;correct;;;;002a07020171113102229;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#83E8A6;;;846507,6947541942;6338841,8595720865
