id_bus,ligne,gare_depart,gare_retard,heure_arrivee_prevue,heure_arrivee_reelle
108,24,Pont Neuf,École Militaire,08:55,09:08
109,24,Pont Neuf,Châtelet,08:27,08:33
109,24,Pont Neuf,Châtelet,08:28,08:39
109,24,Pont Neuf,Châtelet,08:48,08:57
109,24,Pont Neuf,Châtelet,08:20,08:22
109,24,Pont Neuf,Invalides,08:21,08:33
109,24,Pont Neuf,École Militaire,08:22,08:25
110,24,Pont Neuf,Châtelet,08:42,08:57
110,24,Pont Neuf,Odéon,08:10,08:12
110,24,Pont Neuf,Odéon,08:38,08:49
110,24,Pont Neuf,Châtelet,08:58,09:06
110,24,Pont Neuf,École Militaire,08:19,08:30
110,24,Pont Neuf,École Militaire,08:49,08:55
111,52,La Muette,Champs-Élysées,08:08,08:09
111,52,La Muette,Trocadéro,08:06,08:10
111,52,La Muette,Madeleine,08:26,08:30
111,52,La Muette,Opéra,08:13,08:14
112,52,La Muette,Opéra,08:53,09:00
112,52,La Muette,Trocadéro,08:56,08:59
112,52,La Muette,Trocadéro,08:41,08:43
113,52,La Muette,Trocadéro,08:15,08:22
113,52,La Muette,Opéra,08:00,08:12
113,52,La Muette,Opéra,08:06,08:13
113,52,La Muette,Trocadéro,08:17,08:27
114,52,La Muette,Opéra,08:55,08:59
114,52,La Muette,Champs-Élysées,08:48,08:49
114,52,La Muette,Champs-Élysées,08:12,08:21
115,52,La Muette,Madeleine,08:59,09:05
115,52,La Muette,Opéra,08:51,09:06
115,52,La Muette,Trocadéro,08:43,08:46
115,52,La Muette,Trocadéro,08:08,08:22
115,52,La Muette,Opéra,08:17,08:20
116,52,La Muette,Champs-Élysées,08:54,09:05
116,52,La Muette,Trocadéro,08:59,09:08
116,52,La Muette,Madeleine,08:46,08:55
116,52,La Muette,Champs-Élysées,08:30,08:40
117,52,La Muette,Trocadéro,08:51,08:55
117,52,La Muette,Madeleine,08:14,08:27
117,52,La Muette,Champs-Élysées,08:02,08:12
118,52,La Muette,Champs-Élysées,08:04,08:15
118,52,La Muette,Madeleine,08:52,08:56
118,52,La Muette,Trocadéro,08:53,08:56
118,52,La Muette,Champs-Élysées,08:50,08:55
118,52,La Muette,Opéra,08:34,08:40
118,52,La Muette,Madeleine,08:56,09:10
119,52,La Muette,Madeleine,08:26,08:41
119,52,La Muette,Opéra,08:20,08:35
119,52,La Muette,Madeleine,08:13,08:24
120,52,La Muette,Opéra,08:39,08:43
120,52,La Muette,Madeleine,08:38,08:43
120,52,La Muette,Champs-Élysées,08:10,08:25
120,52,La Muette,Madeleine,08:43,08:51
120,52,La Muette,Champs-Élysées,08:08,08:20
121,73,La Défense,Concorde,08:41,08:49
121,73,La Défense,Musée d'Orsay,08:59,09:00
121,73,La Défense,Porte Maillot,08:00,08:05
122,73,La Défense,Porte Maillot,08:29,08:37
122,73,La Défense,Concorde,08:35,08:44
122,73,La Défense,Concorde,08:50,08:54
122,73,La Défense,Neuilly,08:59,09:02
122,73,La Défense,Porte Maillot,08:49,08:57
123,73,La Défense,Musée d'Orsay,08:54,09:01
123,73,La Défense,Neuilly,08:08,08:17
123,73,La Défense,Porte Maillot,08:32,08:41
124,73,La Défense,Concorde,08:02,08:16
124,73,La Défense,Neuilly,08:40,08:48
124,73,La Défense,Musée d'Orsay,08:00,08:10
124,73,La Défense,Porte Maillot,08:48,08:56
125,73,La Défense,Musée d'Orsay,08:08,08:13
125,73,La Défense,Musée d'Orsay,08:15,08:30
125,73,La Défense,Porte Maillot,08:20,08:24
125,73,La Défense,Porte Maillot,08:58,09:13
125,73,La Défense,Neuilly,08:28,08:36
126,73,La Défense,Porte Maillot,08:59,09:08
126,73,La Défense,Neuilly,08:07,08:16
126,73,La Défense,Porte Maillot,08:59,09:00
126,73,La Défense,Porte Maillot,08:55,09:06
126,73,La Défense,Neuilly,08:11,08:22
127,73,La Défense,Porte Maillot,08:45,08:54
127,73,La Défense,Concorde,08:28,08:35
127,73,La Défense,Porte Maillot,08:15,08:18
127,73,La Défense,Musée d'Orsay,08:04,08:16
127,73,La Défense,Musée d'Orsay,08:27,08:40
128,73,La Défense,Concorde,08:29,08:40
128,73,La Défense,Porte Maillot,08:15,08:25
128,73,La Défense,Concorde,08:26,08:37
129,73,La Défense,Concorde,08:59,09:07
129,73,La Défense,Musée d'Orsay,08:43,08:58
129,73,La Défense,Concorde,08:05,08:16
129,73,La Défense,Musée d'Orsay,08:21,08:24
129,73,La Défense,Musée d'Orsay,08:50,09:04
130,73,La Défense,Concorde,08:16,08:31
130,73,La Défense,Neuilly,08:34,08:38
130,73,La Défense,Porte Maillot,08:16,08:18
130,73,La Défense,Neuilly,08:37,08:38
130,73,La Défense,Porte Maillot,08:13,08:24
131,30,Porte Maillot,Gare du Nord,08:39,08:50
131,30,Porte Maillot,Gare de l'Est,08:43,08:49
131,30,Porte Maillot,Place de Clichy,08:45,08:49
131,30,Porte Maillot,Place de Clichy,08:03,08:08
131,30,Porte Maillot,Gare de l'Est,08:11,08:26
132,30,Porte Maillot,Gare de l'Est,08:58,09:11
132,30,Porte Maillot,Gare de l'Est,08:29,08:35
132,30,Porte Maillot,Gare du Nord,08:30,08:45
132,30,Porte Maillot,Gare de l'Est,08:15,08:24
133,30,Porte Maillot,Gare du Nord,08:27,08:34
133,30,Porte Maillot,Ternes,08:28,08:29
133,30,Porte Maillot,Gare du Nord,08:16,08:19
134,30,Porte Maillot,Place de Clichy,08:07,08:12
134,30,Porte Maillot,Ternes,08:57,09:10
134,30,Porte Maillot,Ternes,08:17,08:23
134,30,Porte Maillot,Ternes,08:33,08:37
134,30,Porte Maillot,Gare de l'Est,08:45,08:55
134,30,Porte Maillot,Gare du Nord,08:39,08:54
135,30,Porte Maillot,Place de Clichy,08:29,08:37
135,30,Porte Maillot,Place de Clichy,08:21,08:26
135,30,Porte Maillot,Ternes,08:52,08:59
135,30,Porte Maillot,Place de Clichy,08:26,08:40
135,30,Porte Maillot,Ternes,08:14,08:19
136,30,Porte Maillot,Ternes,08:36,08:48
136,30,Porte Maillot,Gare du Nord,08:51,08:54
136,30,Porte Maillot,Place de Clichy,08:21,08:32
136,30,Porte Maillot,Gare du Nord,08:32,08:33
136,30,Porte Maillot,Gare du Nord,08:59,09:07
136,30,Porte Maillot,Gare du Nord,08:10,08:25
137,30,Porte Maillot,Place de Clichy,08:46,08:52
137,30,Porte Maillot,Gare du Nord,08:15,08:26
137,30,Porte Maillot,Ternes,08:41,08:43
137,30,Porte Maillot,Place de Clichy,08:26,08:37
137,30,Porte Maillot,Place de Clichy,08:32,08:33
138,30,Porte Maillot,Gare de l'Est,08:15,08:26
138,30,Porte Maillot,Gare du Nord,08:46,08:54
138,30,Porte Maillot,Gare de l'Est,08:34,08:39
139,30,Porte Maillot,Gare du Nord,08:50,08:55
139,30,Porte Maillot,Place de Clichy,08:21,08:23
139,30,Porte Maillot,Place de Clichy,08:24,08:33
139,30,Porte Maillot,Place de Clichy,08:59,09:04
139,30,Porte Maillot,Gare du Nord,08:28,08:42
139,30,Porte Maillot,Place de Clichy,08:19,08:33
140,30,Porte Maillot,Gare du Nord,08:25,08:35
140,30,Porte Maillot,Gare de l'Est,08:14,08:18
140,30,Porte Maillot,Gare de l'Est,08:52,09:07
140,30,Porte Maillot,Place de Clichy,08:29,08:43
140,30,Porte Maillot,Gare du Nord,08:09,08:21
140,30,Porte Maillot,Gare de l'Est,08:37,08:50
141,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:02,08:06
141,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:35,08:39
141,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:27,08:35
141,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:12,08:21
142,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:34,08:38
142,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:00,08:12
142,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:24,08:28
142,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:28,08:41
143,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:40,08:49
143,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:26,08:37
143,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:31,08:37
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:16,08:19
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:00,08:13
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:45,08:57
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:43,08:57
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:23,08:31
144,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:47,08:59
145,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:24,08:30
145,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:10,08:15
145,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:25,08:27
145,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:21,08:24
146,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:47,08:58
146,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:13,08:20
146,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:44,08:48
146,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:29,08:33
146,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:17,08:20
147,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:57,09:08
147,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:38,08:53
147,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:18,08:33
147,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:20,08:29
147,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:57,09:10
148,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:47,08:55
148,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:50,09:02
148,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:14,08:16
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:44,08:50
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:32,08:44
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:41,08:53
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:51,08:55
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:18,08:24
149,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:38,08:43
150,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:02,08:10
150,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:34,08:35
150,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:38,08:50
150,87,Gare de Lyon,Bibliothèque F. Mitterrand,08:45,08:55
